datetime,count
2011-02-20 22:00:00,52.036
2011-02-20 23:00:00,35.388
2011-02-21 00:00:00,37.654
2011-02-21 01:00:00,31.556
2011-02-21 02:00:00,17.162
2011-02-21 03:00:00,10.544
2011-02-21 04:00:00,4.738
2011-02-21 05:00:00,4.876
2011-02-21 06:00:00,23.302
2011-02-21 07:00:00,78.804
2011-02-21 08:00:00,76.654
2011-02-21 09:00:00,76.468
2011-02-21 10:00:00,105.592
2011-02-21 11:00:00,113.132
2011-02-21 12:00:00,113.308
2011-02-21 13:00:00,96.526
2011-02-21 14:00:00,114.402
2011-02-21 15:00:00,110.504
2011-02-21 16:00:00,96.406
2011-02-21 17:00:00,85.686
2011-02-21 18:00:00,79.03
2011-02-21 19:00:00,65.628
2011-02-21 20:00:00,44.07
2011-02-21 21:00:00,38.346
2011-02-21 22:00:00,33.902
2011-02-21 23:00:00,20.486
2011-02-22 06:00:00,30.54
2011-02-22 07:00:00,79.532
2011-02-22 08:00:00,177.738
2011-02-22 09:00:00,117.672
2011-02-22 10:00:00,26.742
2011-02-22 11:00:00,31.55
2011-02-22 12:00:00,31.402
2011-02-22 13:00:00,47.18
2011-02-22 14:00:00,46.852
2011-02-22 15:00:00,63.572
2011-02-22 16:00:00,59.642
2011-02-22 17:00:00,147.246
2011-02-22 18:00:00,140.004
2011-02-22 19:00:00,97.98
2011-02-22 20:00:00,72.848
2011-02-22 21:00:00,51.952
2011-02-22 22:00:00,35.006
2011-02-22 23:00:00,23.118
2011-02-23 00:00:00,13.124
2011-02-23 01:00:00,5.766
2011-02-23 02:00:00,2.37
2011-02-23 03:00:00,2.352
2011-02-23 05:00:00,6.618
2011-02-23 06:00:00,29.95
2011-02-23 07:00:00,81.818
2011-02-23 08:00:00,183.918
2011-02-23 09:00:00,116.788
2011-02-23 10:00:00,38.362
2011-02-23 11:00:00,56.02
2011-02-23 12:00:00,70.736
2011-02-23 13:00:00,82.766
2011-02-23 14:00:00,89.346
2011-02-23 15:00:00,101.648
2011-02-23 16:00:00,118.288
2011-02-23 17:00:00,220.516
2011-02-23 18:00:00,200.864
2011-02-23 19:00:00,135.346
2011-02-23 20:00:00,78.214
2011-02-23 21:00:00,61.266
2011-02-23 22:00:00,44.932
2011-02-23 23:00:00,33.476
2011-02-24 00:00:00,14.07
2011-02-24 01:00:00,6.202
2011-02-24 02:00:00,2.938
2011-02-24 03:00:00,2.418
2011-02-24 05:00:00,6.698
2011-02-24 06:00:00,32.632
2011-02-24 07:00:00,90.938
2011-02-24 08:00:00,226.864
2011-02-24 09:00:00,125.026
2011-02-24 10:00:00,53.208
2011-02-24 11:00:00,68.232
2011-02-24 12:00:00,90.826
2011-02-24 13:00:00,89.802
2011-02-24 14:00:00,89.854
2011-02-24 15:00:00,103.388
2011-02-24 16:00:00,136.254
2011-02-24 17:00:00,189.476
2011-02-24 18:00:00,147.786
2011-02-24 19:00:00,112.892
2011-02-24 20:00:00,79.898
2011-02-24 21:00:00,67.502
2011-02-24 22:00:00,51.376
2011-02-24 23:00:00,34.73
2011-02-25 00:00:00,12.758
2011-02-25 01:00:00,12.294
2011-02-25 02:00:00,7.006
2011-02-25 03:00:00,2.604
2011-02-25 05:00:00,9.048
2011-02-25 06:00:00,29.81
2011-02-25 07:00:00,116.546
2011-02-25 08:00:00,227.452
2011-02-25 09:00:00,111.406
2011-02-25 10:00:00,100.8
2011-02-25 11:00:00,161.676
2011-02-25 12:00:00,152.35
2011-02-25 13:00:00,153.262
2011-02-25 14:00:00,160.7
2011-02-25 15:00:00,182.56
2011-02-25 16:00:00,105.392
2011-02-25 17:00:00,192.594
2011-02-25 18:00:00,171.32
2011-02-25 19:00:00,117.198
2011-02-25 20:00:00,73.026
2011-02-25 21:00:00,56.048
2011-02-25 22:00:00,40.93
2011-02-25 23:00:00,32.882
2011-02-26 00:00:00,33.512
2011-02-26 01:00:00,25.64
2011-02-26 02:00:00,19.824
2011-02-26 03:00:00,16.262
2011-02-26 04:00:00,3.916
2011-02-26 05:00:00,3.87
2011-02-26 06:00:00,5.162
2011-02-26 07:00:00,12.824
2011-02-26 08:00:00,32.934
2011-02-26 09:00:00,48.432
2011-02-26 10:00:00,108.344
2011-02-26 11:00:00,118.352
2011-02-26 12:00:00,122.786
2011-02-26 13:00:00,122.114
2011-02-26 14:00:00,128.358
2011-02-26 15:00:00,133.618
2011-02-26 16:00:00,130.774
2011-02-26 17:00:00,115.384
2011-02-26 18:00:00,91.252
2011-02-26 19:00:00,77.568
2011-02-26 20:00:00,57.374
2011-02-26 21:00:00,44.708
2011-02-26 22:00:00,44.004
2011-02-26 23:00:00,39.416
2011-02-27 00:00:00,36.968
2011-02-27 01:00:00,31.628
2011-02-27 02:00:00,25.994
2011-02-27 03:00:00,16.202
2011-02-27 04:00:00,5.582
2011-02-27 06:00:00,4.968
2011-02-27 07:00:00,15.894
2011-02-27 08:00:00,61.632
2011-02-27 09:00:00,56.6
2011-02-27 10:00:00,93.0
2011-02-27 11:00:00,137.946
2011-02-27 12:00:00,160.002
2011-02-27 13:00:00,164.024
2011-02-27 14:00:00,181.912
2011-02-27 15:00:00,226.86
2011-02-27 16:00:00,250.916
2011-02-27 17:00:00,210.544
2011-02-27 18:00:00,184.252
2011-02-27 19:00:00,148.358
2011-02-27 20:00:00,134.362
2011-02-27 21:00:00,84.758
2011-02-27 22:00:00,71.986
2011-02-27 23:00:00,42.774
2011-02-28 00:00:00,21.372
2011-02-28 01:00:00,8.604
2011-02-28 03:00:00,2.526
2011-02-28 05:00:00,9.33
2011-02-28 06:00:00,32.202
2011-02-28 07:00:00,122.424
2011-02-28 08:00:00,218.92
2011-02-28 09:00:00,147.94
2011-02-28 10:00:00,117.976
2011-02-28 11:00:00,113.182
2011-02-28 12:00:00,122.936
2011-02-28 13:00:00,116.974
2011-02-28 14:00:00,100.292
2011-02-28 15:00:00,100.478
2011-02-28 16:00:00,145.422
2011-02-28 17:00:00,171.954
2011-02-28 18:00:00,231.606
2011-02-28 19:00:00,164.138
2011-02-28 20:00:00,119.952
2011-02-28 21:00:00,85.474
2011-02-28 22:00:00,51.628
2011-02-28 23:00:00,35.642
2011-03-20 00:00:00,40.306
2011-03-20 01:00:00,33.836
2011-03-20 02:00:00,26.112
2011-03-20 03:00:00,12.942
2011-03-20 04:00:00,5.832
2011-03-20 05:00:00,4.5
2011-03-20 06:00:00,5.518
2011-03-20 07:00:00,19.298
2011-03-20 08:00:00,45.768
2011-03-20 09:00:00,71.706
2011-03-20 10:00:00,129.914
2011-03-20 11:00:00,134.258
2011-03-20 12:00:00,144.668
2011-03-20 13:00:00,166.846
2011-03-20 14:00:00,172.866
2011-03-20 15:00:00,177.038
2011-03-20 16:00:00,178.086
2011-03-20 17:00:00,194.556
2011-03-20 18:00:00,166.662
2011-03-20 19:00:00,93.846
2011-03-20 20:00:00,80.02
2011-03-20 21:00:00,68.434
2011-03-20 22:00:00,52.442
2011-03-20 23:00:00,36.642
2011-03-21 00:00:00,32.0
2011-03-21 01:00:00,13.286
2011-03-21 02:00:00,7.662
2011-03-21 03:00:00,4.486
2011-03-21 05:00:00,19.77
2011-03-21 06:00:00,60.65
2011-03-21 07:00:00,111.88
2011-03-21 08:00:00,243.166
2011-03-21 09:00:00,138.422
2011-03-21 10:00:00,107.076
2011-03-21 11:00:00,126.55
2011-03-21 12:00:00,138.234
2011-03-21 13:00:00,150.446
2011-03-21 14:00:00,154.508
2011-03-21 15:00:00,173.934
2011-03-21 16:00:00,259.7
2011-03-21 17:00:00,401.232
2011-03-21 18:00:00,356.86
2011-03-21 19:00:00,325.706
2011-03-21 20:00:00,227.29
2011-03-21 21:00:00,115.114
2011-03-21 22:00:00,110.944
2011-03-21 23:00:00,65.128
2011-03-22 00:00:00,33.452
2011-03-22 01:00:00,12.206
2011-03-22 02:00:00,10.638
2011-03-22 03:00:00,4.816
2011-03-22 04:00:00,4.578
2011-03-22 05:00:00,21.526
2011-03-22 06:00:00,95.67
2011-03-22 07:00:00,246.088
2011-03-22 08:00:00,366.902
2011-03-22 09:00:00,180.4
2011-03-22 10:00:00,113.988
2011-03-22 11:00:00,128.764
2011-03-22 12:00:00,142.52
2011-03-22 13:00:00,141.368
2011-03-22 14:00:00,134.44
2011-03-22 15:00:00,141.826
2011-03-22 16:00:00,255.0
2011-03-22 17:00:00,381.992
2011-03-22 18:00:00,362.45
2011-03-22 19:00:00,212.058
2011-03-22 20:00:00,167.862
2011-03-22 21:00:00,102.804
2011-03-22 22:00:00,87.178
2011-03-22 23:00:00,60.316
2011-03-23 00:00:00,35.414
2011-03-23 01:00:00,10.846
2011-03-23 02:00:00,7.048
2011-03-23 03:00:00,4.638
2011-03-23 05:00:00,15.468
2011-03-23 06:00:00,84.726
2011-03-23 07:00:00,128.836
2011-03-23 08:00:00,253.998
2011-03-23 09:00:00,141.806
2011-03-23 10:00:00,75.714
2011-03-23 11:00:00,78.32
2011-03-23 12:00:00,74.07
2011-03-23 13:00:00,83.108
2011-03-23 14:00:00,99.15
2011-03-23 15:00:00,107.982
2011-03-23 16:00:00,172.49
2011-03-23 17:00:00,273.432
2011-03-23 18:00:00,214.634
2011-03-23 19:00:00,173.956
2011-03-23 20:00:00,94.332
2011-03-23 21:00:00,66.888
2011-03-23 22:00:00,61.812
2011-03-23 23:00:00,42.024
2011-03-24 00:00:00,20.104
2011-03-24 01:00:00,11.492
2011-03-24 02:00:00,6.25
2011-03-24 03:00:00,4.038
2011-03-24 04:00:00,4.134
2011-03-24 05:00:00,19.752
2011-03-24 06:00:00,81.448
2011-03-24 07:00:00,106.088
2011-03-24 08:00:00,211.474
2011-03-24 09:00:00,142.636
2011-03-24 10:00:00,54.87
2011-03-24 11:00:00,63.754
2011-03-24 12:00:00,84.882
2011-03-24 13:00:00,97.922
2011-03-24 14:00:00,93.582
2011-03-24 15:00:00,88.228
2011-03-24 16:00:00,114.552
2011-03-24 17:00:00,211.6
2011-03-24 18:00:00,193.436
2011-03-24 19:00:00,135.186
2011-03-24 20:00:00,94.342
2011-03-24 21:00:00,67.64
2011-03-24 22:00:00,53.372
2011-03-24 23:00:00,37.552
2011-03-25 00:00:00,25.83
2011-03-25 01:00:00,13.43
2011-03-25 02:00:00,9.162
2011-03-25 03:00:00,4.602
2011-03-25 04:00:00,4.292
2011-03-25 05:00:00,18.434
2011-03-25 06:00:00,75.464
2011-03-25 07:00:00,123.784
2011-03-25 08:00:00,258.948
2011-03-25 09:00:00,150.774
2011-03-25 10:00:00,84.992
2011-03-25 11:00:00,88.93
2011-03-25 12:00:00,107.934
2011-03-25 13:00:00,107.496
2011-03-25 14:00:00,112.95
2011-03-25 15:00:00,106.964
2011-03-25 16:00:00,133.274
2011-03-25 17:00:00,223.8
2011-03-25 18:00:00,213.844
2011-03-25 19:00:00,143.516
2011-03-25 20:00:00,98.94
2011-03-25 21:00:00,72.622
2011-03-25 22:00:00,52.334
2011-03-25 23:00:00,43.354
2011-03-26 00:00:00,41.014
2011-03-26 01:00:00,34.176
2011-03-26 02:00:00,31.736
2011-03-26 03:00:00,10.526
2011-03-26 04:00:00,4.724
2011-03-26 05:00:00,4.508
2011-03-26 06:00:00,11.038
2011-03-26 07:00:00,33.118
2011-03-26 08:00:00,53.458
2011-03-26 09:00:00,69.382
2011-03-26 10:00:00,120.486
2011-03-26 11:00:00,125.606
2011-03-26 12:00:00,137.416
2011-03-26 13:00:00,154.414
2011-03-26 14:00:00,148.662
2011-03-26 15:00:00,153.81
2011-03-26 16:00:00,150.72
2011-03-26 17:00:00,137.988
2011-03-26 18:00:00,127.544
2011-03-26 19:00:00,101.364
2011-03-26 20:00:00,75.372
2011-03-26 21:00:00,56.042
2011-03-26 22:00:00,52.084
2011-03-26 23:00:00,42.956
2011-03-27 00:00:00,43.466
2011-03-27 01:00:00,33.014
2011-03-27 02:00:00,35.054
2011-03-27 03:00:00,13.434
2011-03-27 04:00:00,5.838
2011-03-27 06:00:00,9.082
2011-03-27 07:00:00,42.62
2011-03-27 08:00:00,49.356
2011-03-27 09:00:00,59.758
2011-03-27 10:00:00,100.574
2011-03-27 11:00:00,115.644
2011-03-27 12:00:00,126.254
2011-03-27 13:00:00,137.038
2011-03-27 14:00:00,148.542
2011-03-27 15:00:00,150.644
2011-03-27 16:00:00,156.408
2011-03-27 17:00:00,136.064
2011-03-27 18:00:00,118.56
2011-03-27 19:00:00,104.09
2011-03-27 20:00:00,75.226
2011-03-27 21:00:00,55.76
2011-03-27 22:00:00,51.178
2011-03-27 23:00:00,42.888
2011-03-28 00:00:00,22.566
2011-03-28 01:00:00,10.046
2011-03-28 02:00:00,10.532
2011-03-28 03:00:00,4.276
2011-03-28 05:00:00,17.766
2011-03-28 06:00:00,76.292
2011-03-28 07:00:00,126.5
2011-03-28 08:00:00,242.672
2011-03-28 09:00:00,140.724
2011-03-28 10:00:00,79.058
2011-03-28 11:00:00,78.526
2011-03-28 12:00:00,95.668
2011-03-28 13:00:00,97.824
2011-03-28 14:00:00,105.832
2011-03-28 15:00:00,105.002
2011-03-28 16:00:00,132.05
2011-03-28 17:00:00,241.62
2011-03-28 18:00:00,220.642
2011-03-28 19:00:00,151.128
2011-03-28 20:00:00,109.122
2011-03-28 21:00:00,78.81
2011-03-28 22:00:00,58.988
2011-03-28 23:00:00,45.178
2011-03-29 00:00:00,27.778
2011-03-29 01:00:00,9.172
2011-03-29 02:00:00,15.742
2011-03-29 03:00:00,3.776
2011-03-29 04:00:00,4.252
2011-03-29 05:00:00,16.38
2011-03-29 06:00:00,82.606
2011-03-29 07:00:00,132.642
2011-03-29 08:00:00,259.34
2011-03-29 09:00:00,153.824
2011-03-29 10:00:00,82.958
2011-03-29 11:00:00,93.728
2011-03-29 12:00:00,112.246
2011-03-29 13:00:00,110.99
2011-03-29 14:00:00,114.12
2011-03-29 15:00:00,135.796
2011-03-29 16:00:00,167.556
2011-03-29 17:00:00,304.084
2011-03-29 18:00:00,252.754
2011-03-29 19:00:00,170.06
2011-03-29 20:00:00,120.982
2011-03-29 21:00:00,81.892
2011-03-29 22:00:00,68.724
2011-03-29 23:00:00,48.072
2011-03-30 00:00:00,34.696
2011-03-30 01:00:00,13.116
2011-03-30 02:00:00,5.936
2011-03-30 03:00:00,4.118
2011-03-30 04:00:00,4.346
2011-03-30 05:00:00,20.788
2011-03-30 06:00:00,86.504
2011-03-30 07:00:00,157.12
2011-03-30 08:00:00,271.044
2011-03-30 09:00:00,154.21
2011-03-30 10:00:00,93.732
2011-03-30 11:00:00,93.1
2011-03-30 12:00:00,110.018
2011-03-30 13:00:00,114.028
2011-03-30 14:00:00,104.306
2011-03-30 15:00:00,67.998
2011-03-30 16:00:00,79.664
2011-03-30 17:00:00,147.892
2011-03-30 18:00:00,154.544
2011-03-30 19:00:00,109.612
2011-03-30 20:00:00,77.538
2011-03-30 21:00:00,65.028
2011-03-30 22:00:00,45.814
2011-03-30 23:00:00,31.366
2011-03-31 00:00:00,15.208
2011-03-31 01:00:00,12.936
2011-03-31 02:00:00,7.372
2011-03-31 03:00:00,4.09
2011-03-31 04:00:00,4.224
2011-03-31 05:00:00,16.444
2011-03-31 06:00:00,51.444
2011-03-31 07:00:00,102.828
2011-03-31 08:00:00,241.45
2011-03-31 09:00:00,123.344
2011-03-31 10:00:00,57.322
2011-03-31 11:00:00,58.354
2011-03-31 12:00:00,66.49
2011-03-31 13:00:00,74.934
2011-03-31 14:00:00,73.102
2011-03-31 15:00:00,65.39
2011-03-31 16:00:00,100.02
2011-03-31 17:00:00,178.55
2011-03-31 18:00:00,168.186
2011-03-31 19:00:00,134.134
2011-03-31 20:00:00,78.528
2011-03-31 21:00:00,68.384
2011-03-31 22:00:00,48.26
2011-03-31 23:00:00,36.83
2011-04-20 00:00:00,29.612
2011-04-20 01:00:00,11.972
2011-04-20 02:00:00,9.382
2011-04-20 03:00:00,4.934
2011-04-20 04:00:00,4.704
2011-04-20 05:00:00,14.802
2011-04-20 06:00:00,61.98
2011-04-20 07:00:00,188.556
2011-04-20 08:00:00,399.656
2011-04-20 09:00:00,192.508
2011-04-20 10:00:00,114.204
2011-04-20 11:00:00,131.866
2011-04-20 12:00:00,149.106
2011-04-20 13:00:00,149.344
2011-04-20 14:00:00,147.844
2011-04-20 15:00:00,147.12
2011-04-20 16:00:00,225.14
2011-04-20 17:00:00,400.118
2011-04-20 18:00:00,384.446
2011-04-20 19:00:00,383.236
2011-04-20 20:00:00,275.604
2011-04-20 21:00:00,189.87
2011-04-20 22:00:00,144.18
2011-04-20 23:00:00,88.858
2011-04-21 00:00:00,36.82
2011-04-21 01:00:00,14.996
2011-04-21 02:00:00,12.634
2011-04-21 03:00:00,5.072
2011-04-21 04:00:00,4.95
2011-04-21 05:00:00,11.65
2011-04-21 06:00:00,58.202
2011-04-21 07:00:00,166.552
2011-04-21 08:00:00,305.254
2011-04-21 09:00:00,166.438
2011-04-21 10:00:00,113.57
2011-04-21 11:00:00,124.984
2011-04-21 12:00:00,153.904
2011-04-21 13:00:00,145.966
2011-04-21 14:00:00,141.966
2011-04-21 15:00:00,143.292
2011-04-21 16:00:00,197.242
2011-04-21 17:00:00,342.952
2011-04-21 18:00:00,319.66
2011-04-21 19:00:00,212.168
2011-04-21 20:00:00,179.142
2011-04-21 21:00:00,106.482
2011-04-21 22:00:00,97.336
2011-04-21 23:00:00,62.68
2011-04-22 00:00:00,37.604
2011-04-22 01:00:00,22.742
2011-04-22 02:00:00,11.82
2011-04-22 03:00:00,5.09
2011-04-22 04:00:00,4.518
2011-04-22 05:00:00,10.722
2011-04-22 06:00:00,57.292
2011-04-22 07:00:00,112.012
2011-04-22 08:00:00,226.07
2011-04-22 09:00:00,120.706
2011-04-22 10:00:00,98.476
2011-04-22 11:00:00,81.054
2011-04-22 12:00:00,81.69
2011-04-22 13:00:00,68.796
2011-04-22 14:00:00,41.252
2011-04-22 15:00:00,69.374
2011-04-22 16:00:00,93.182
2011-04-22 17:00:00,115.924
2011-04-22 18:00:00,99.306
2011-04-22 19:00:00,100.04
2011-04-22 20:00:00,85.4
2011-04-22 21:00:00,71.818
2011-04-22 22:00:00,57.6
2011-04-22 23:00:00,49.964
2011-04-23 00:00:00,35.446
2011-04-23 01:00:00,30.81
2011-04-23 02:00:00,27.02
2011-04-23 03:00:00,18.86
2011-04-23 04:00:00,6.436
2011-04-23 05:00:00,5.97
